RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
6003,79126093,Martinez,723,France,Female,100,4,42084.03,1,0,1,111569.05,1,1,5,GOLD,879
6004,33665486,Thomas,532,France,Female,84,1,160869.6,4,0,0,33946.28,1,1,1,SILVER,813
6005,21043932,Davis,835,Germany,Female,63,0,157777.11,2,0,0,152727.31,1,0,1,SILVER,99
6006,80356600,Jones,833,France,Male,48,4,132685.18,3,0,1,30233.93,0,1,4,SILVER,190
6007,72153868,Gonzalez,306,Germany,Male,55,10,161894.49,4,0,0,119168.22,1,1,1,GOLD,757
6008,40843154,Martinez,617,Germany,Male,70,1,133509.91,4,1,1,199065.61,0,1,1,DIAMOND,332
6009,62248718,Smith,671,Spain,Female,61,4,49191.91,3,0,1,68692.56,0,1,2,PLATINUM,615
6010,63885823,Jackson,607,Germany,Male,44,10,86632.61,3,0,0,178428.13,0,0,4,DIAMOND,92
6011,10283553,Smith,836,Germany,Male,88,2,48182.76,4,1,1,172233.83,0,0,4,SILVER,123
6012,26274789,Davis,463,France,Female,36,8,222885.4,2,1,1,47235.33,1,0,4,GOLD,111
6013,89876854,Lopez,623,Spain,Male,99,3,72652.99,2,0,1,74197.05,1,1,1,GOLD,192
6014,41943566,Williams,817,Spain,Male,25,0,22094.97,2,1,0,143545.59,1,0,2,PLATINUM,989
6015,54837373,Hernandez,525,Germany,Male,50,3,92034.91,2,1,0,195844.89,1,0,4,PLATINUM,201
6016,91472979,Anderson,636,Germany,Female,67,10,233819.6,3,0,1,147914.65,1,1,5,GOLD,291
6017,16394028,Martin,359,France,Female,98,4,240200.9,3,1,0,112653.42,1,1,4,GOLD,637
6018,39687206,Garcia,569,Spain,Male,83,4,218551.2,2,0,1,80440.79,1,1,3,PLATINUM,942
6019,28600891,Gonzalez,447,Germany,Male,82,9,162581.31,3,0,1,23215.46,1,0,4,DIAMOND,398
6020,91599595,Martinez,724,Spain,Female,82,0,84687.12,4,0,1,152037.6,1,1,5,PLATINUM,949
6021,12153356,Jones,669,France,Female,37,1,130326.67,2,0,0,80529.19,1,0,4,GOLD,235
6022,95823128,Lopez,816,Spain,Female,78,10,114709.32,1,0,0,177231.84,1,0,5,DIAMOND,55
6023,65664887,Martinez,448,Germany,Female,86,6,45021.36,1,0,1,77940.1,0,1,5,DIAMOND,499
6024,13458591,Smith,769,France,Female,91,7,135408.47,1,0,1,57730.75,1,1,4,DIAMOND,609
6025,47224518,Martinez,376,Spain,Female,45,6,117540.03,3,0,0,41133.68,0,1,4,GOLD,926
6026,35704652,Garcia,699,Germany,Male,27,4,26377.97,4,0,0,156702.51,1,0,4,GOLD,722
6027,83400211,Martin,556,France,Male,48,8,190499.62,1,0,1,73548.51,1,0,4,SILVER,894
6028,56630089,Moore,627,Germany,Male,90,4,155413.27,1,0,0,130367.4,1,1,3,DIAMOND,932
6029,92500891,Brown,548,Spain,Female,27,3,205590.34,1,1,0,83623.53,0,1,3,DIAMOND,444
6030,51101139,Garcia,806,France,Male,58,6,139601.15,4,0,1,13823.35,1,0,2,SILVER,235
6031,13360798,Thomas,667,Spain,Male,34,8,149183.19,2,1,0,112153.69,0,0,1,PLATINUM,403
6032,91897525,Miller,498,France,Female,88,9,55938.2,3,0,1,112426.17,1,0,1,DIAMOND,969
6033,79594225,Martinez,365,Spain,Male,88,6,76718.81,2,0,1,22504.74,1,1,5,GOLD,370
6034,21710534,Martinez,308,Spain,Female,90,0,126267.71,3,1,0,74048.17,1,1,4,SILVER,916
6035,27539835,Rodriguez,715,Germany,Female,23,0,222034.99,3,0,0,160522.32,1,1,1,SILVER,679
6036,80410472,Johnson,569,France,Female,63,7,185143.11,4,1,1,77722.49,0,1,4,SILVER,173
6037,15230498,Brown,433,Spain,Male,94,2,99839.26,1,0,0,139111.58,0,1,1,DIAMOND,978
6038,26528526,Taylor,743,Germany,Female,29,1,80536.9,3,1,1,56907.33,1,1,1,PLATINUM,562
6039,82533303,Williams,569,France,Male,23,6,122541.29,3,0,1,171716.67,1,0,1,DIAMOND,438
6040,80184938,Brown,341,Spain,Female,45,2,12518.17,2,0,1,53991.68,1,0,3,SILVER,654
6041,99246640,Rodriguez,624,Spain,Female,100,7,74767.36,3,1,0,74549.06,0,0,3,GOLD,489
6042,99628383,Taylor,331,Germany,Male,84,6,52533.49,3,0,0,95176.26,0,1,3,PLATINUM,512
6043,24243336,Martinez,605,Germany,Male,30,9,205782.93,4,1,1,86133.08,0,0,4,DIAMOND,196
6044,98002213,Jackson,493,France,Female,30,6,13583.18,2,0,1,122971.75,0,1,2,DIAMOND,710
6045,57076367,Martin,414,Spain,Male,56,6,145294.58,4,1,0,147933.29,1,1,4,DIAMOND,818
6046,11485997,Martin,398,Spain,Female,45,7,85605.53,1,0,0,64646.12,0,0,3,GOLD,897
6047,76790973,Wilson,713,Spain,Male,67,6,62543.01,3,0,1,60145.91,0,0,2,GOLD,437
6048,66629728,Hernandez,638,France,Male,65,7,23771.81,1,0,0,100738.87,1,1,1,DIAMOND,463
6049,69238139,Taylor,307,Germany,Female,32,1,150673.93,1,0,1,42000.68,0,1,1,PLATINUM,474
6050,32834593,Taylor,648,Germany,Female,47,0,231808.5,2,0,0,198126.76,1,0,4,DIAMOND,620
6051,48620257,Lopez,446,Spain,Female,96,6,30454.24,1,1,0,14492.82,0,1,3,DIAMOND,265
6052,39847673,Lopez,750,Germany,Male,33,6,81125.75,1,0,0,6169.03,0,0,3,PLATINUM,162
6053,93327015,Jackson,827,Germany,Male,41,2,32022.67,4,0,0,62167.31,1,0,5,GOLD,35
6054,43431292,Rodriguez,316,Spain,Male,28,7,38070.3,2,1,1,143081.69,0,1,4,PLATINUM,274
6055,56532722,Moore,704,Germany,Male,31,6,241527.7,2,1,0,53329.14,0,0,3,DIAMOND,461
6056,56762501,Gonzalez,449,Germany,Male,59,5,36068.73,4,0,0,137338.99,0,1,1,GOLD,445
6057,43003524,Davis,845,Germany,Female,79,9,80898.84,3,1,0,3020.97,0,0,5,DIAMOND,250
6058,79348034,Lopez,567,Germany,Male,27,0,237851.88,2,0,0,46171.07,0,1,4,PLATINUM,107
6059,59334846,Moore,311,Germany,Female,95,7,245145.57,4,0,1,164679.97,0,1,5,DIAMOND,229
6060,60156041,Martinez,771,France,Female,45,5,59530.93,4,1,0,45264.7,0,0,2,PLATINUM,912
6061,47906364,Anderson,599,France,Female,65,1,123320.19,3,1,0,114407.52,0,0,5,GOLD,147
6062,19757457,Davis,708,France,Male,71,7,218591.68,1,1,1,85599.98,0,1,5,GOLD,76
6063,86452692,Martin,569,Germany,Female,70,8,95863.99,1,0,0,163825.81,0,1,5,DIAMOND,939
6064,37192225,Martinez,741,Germany,Female,100,9,151951.53,1,0,1,65857.61,1,1,3,DIAMOND,884
6065,15248351,Rodriguez,796,France,Female,71,8,173961.22,1,1,0,163570.84,1,1,4,DIAMOND,620
6066,96147564,Anderson,717,Spain,Male,64,4,215873.22,1,1,0,168012.7,0,1,1,SILVER,572
6067,63736780,Thomas,428,France,Female,68,6,30858.9,4,1,0,139847.65,1,0,2,DIAMOND,523
6068,97773369,Jackson,840,Germany,Male,94,2,89457.75,3,0,1,30548.93,1,1,5,SILVER,354
6069,68385122,Garcia,336,France,Female,61,4,73700.28,3,1,1,46197.86,0,0,1,SILVER,416
6070,56852385,Anderson,535,Spain,Male,96,3,158058.29,2,1,1,183221.62,1,0,4,GOLD,364
6071,49889953,Jones,756,Spain,Male,65,0,155897.51,1,1,1,129528.49,0,0,2,SILVER,324
6072,55538763,Martinez,740,France,Female,55,2,8464.81,1,0,0,89112.54,0,0,4,DIAMOND,632
6073,82273491,Jones,482,Spain,Female,86,3,53288.17,2,0,0,197869.59,1,1,5,SILVER,785
6074,44618956,Thomas,490,Germany,Female,68,5,162123.99,1,1,0,190975.57,1,1,4,DIAMOND,675
6075,95007489,Taylor,633,Germany,Male,75,2,31131.45,3,1,0,26837.39,0,0,4,PLATINUM,844
6076,69698722,Jackson,669,France,Male,89,8,41183.65,3,0,1,150595.77,0,0,2,SILVER,658
6077,35862202,Gonzalez,542,France,Male,46,8,80590.17,2,0,0,22772.06,1,1,1,GOLD,912
6078,65592289,Moore,647,Spain,Female,23,9,105027.84,3,0,0,106175.09,1,0,3,GOLD,726
6079,85681532,Taylor,707,France,Female,21,5,40334.11,4,1,1,1965.01,1,1,1,GOLD,501
6080,22083228,Gonzalez,433,Spain,Male,29,4,202428.8,3,0,1,112866.72,1,0,4,DIAMOND,411
6081,58449754,Hernandez,512,Germany,Female,58,8,49628.65,1,0,1,192004.08,1,0,1,DIAMOND,693
6082,36784888,Wilson,575,Spain,Male,39,7,132700.28,4,0,1,61402.95,1,0,3,PLATINUM,72
6083,17957442,Miller,840,France,Female,88,8,149757.97,3,0,0,99564.4,1,0,5,DIAMOND,332
6084,10428674,Miller,645,Spain,Male,92,1,179822.2,2,1,1,149662.02,0,1,1,PLATINUM,838
6085,33168426,Davis,714,Spain,Female,96,2,32019.18,2,0,1,165488.09,1,0,5,DIAMOND,241
6086,30710681,Davis,513,France,Male,81,6,220912.62,2,1,0,116601.1,0,0,5,DIAMOND,989
6087,78338918,Hernandez,462,Spain,Female,96,9,138265.7,1,0,0,19838.44,1,1,2,DIAMOND,904
6088,81533743,Garcia,462,France,Male,94,3,74373.44,4,1,1,76991.19,1,0,3,DIAMOND,47
6089,31135400,Gonzalez,549,Spain,Female,71,4,3296.16,2,1,0,92801.92,1,1,4,PLATINUM,564
6090,79313173,Johnson,358,Spain,Female,84,9,63671.12,2,0,0,74509.85,1,1,3,GOLD,360
6091,41447293,Johnson,787,France,Male,54,8,199423.24,3,1,1,24483.75,0,1,2,GOLD,415
6092,75029262,Martin,470,France,Female,21,0,66697.77,1,1,1,38688.59,1,0,2,DIAMOND,932
6093,81537216,Rodriguez,586,France,Female,77,4,110139.21,4,1,1,38104.15,1,1,3,GOLD,232
6094,10304939,Anderson,688,Spain,Female,39,7,62400.45,1,0,1,8155.15,1,0,5,SILVER,57
6095,68305635,Hernandez,503,Spain,Female,63,0,118624.4,3,1,0,180170.08,0,0,5,DIAMOND,552
6096,69118905,Jackson,654,Spain,Male,96,2,102705.79,1,0,1,163762.57,0,0,3,GOLD,274
6097,63646674,Brown,522,Germany,Male,20,4,237596.12,3,0,1,186680.99,0,1,1,SILVER,553
6098,48592199,Garcia,731,France,Female,89,1,40773.5,2,0,0,178677.74,1,0,3,DIAMOND,239
6099,90861922,Williams,815,Spain,Male,77,6,184831.89,2,1,0,133212.14,1,1,2,SILVER,41
6100,80647041,Wilson,301,Spain,Male,69,4,178849.63,4,1,0,4223.88,1,0,5,SILVER,5
6101,74693884,Brown,581,France,Female,77,1,13479.12,1,0,0,9505.5,0,1,4,DIAMOND,193
6102,46071934,Brown,468,France,Female,48,10,186135.03,2,0,1,37601.96,0,0,4,PLATINUM,402
6103,72232534,Miller,411,Spain,Female,21,6,117892.04,2,0,0,23444.42,0,0,3,PLATINUM,57
6104,57556935,Johnson,849,France,Male,77,3,107133.83,1,0,1,135988.77,1,0,1,PLATINUM,444
6105,46413420,Hernandez,328,France,Male,76,5,80339.47,3,0,1,115224.37,1,1,4,SILVER,339
6106,18122530,Anderson,338,France,Female,77,8,226225.84,2,1,1,78911.17,1,0,1,PLATINUM,15
6107,79203218,Moore,576,France,Female,91,6,117197.86,2,1,1,116889.39,0,1,1,SILVER,111
6108,31616845,Johnson,841,France,Female,72,7,131859.54,3,0,0,63083.3,1,0,2,DIAMOND,369
6109,13702518,Brown,747,Spain,Male,60,0,50795.2,3,0,1,143342.36,0,0,1,GOLD,930
6110,42639096,Anderson,385,Spain,Male,60,4,26885.43,1,0,0,80052.18,1,0,4,PLATINUM,964
6111,88952041,Jackson,404,Spain,Female,63,3,244238.73,4,1,1,11065.74,1,0,3,GOLD,367
6112,89962210,Johnson,386,Germany,Female,99,3,242753.09,1,0,0,115653.35,1,0,5,SILVER,444
6113,68265398,Davis,608,France,Female,29,8,96991.79,4,1,1,110396.89,1,0,4,GOLD,189
6114,32718347,Martin,535,Spain,Female,94,0,17955.51,4,0,1,66458.66,1,1,1,SILVER,308
6115,68935456,Wilson,682,Spain,Female,73,7,164224.29,2,1,1,6658.83,0,0,2,GOLD,638
6116,23978225,Lopez,487,Spain,Female,72,8,76605.88,3,0,1,115698.19,0,0,4,DIAMOND,251
6117,41023041,Thomas,774,Germany,Male,95,10,43189.0,3,1,0,115408.75,0,0,3,DIAMOND,96
6118,66540532,Williams,315,France,Male,96,1,186061.59,4,0,1,17654.87,1,0,4,PLATINUM,595
6119,33548905,Taylor,687,Germany,Female,85,1,142896.19,3,1,0,46376.13,1,1,5,SILVER,225
6120,15368905,Taylor,338,Spain,Male,73,3,195967.65,2,0,1,13638.86,1,1,4,DIAMOND,81
6121,70149432,Smith,360,Spain,Female,44,2,238791.21,3,1,0,10407.22,1,0,5,DIAMOND,145
6122,96455589,Jones,470,Spain,Female,23,5,65358.57,4,1,0,141884.58,1,1,4,DIAMOND,469
6123,76026807,Hernandez,491,Germany,Female,32,7,159656.34,1,1,0,14916.53,1,1,5,GOLD,916
6124,66801959,Wilson,420,Germany,Male,74,7,33063.25,1,0,1,37473.06,0,0,2,PLATINUM,968
6125,62863098,Brown,447,Spain,Male,54,6,109556.51,1,1,0,109776.84,0,0,1,DIAMOND,998
6126,17053769,Jones,714,France,Female,56,5,26483.7,4,0,0,2191.62,0,1,2,SILVER,702
6127,97337543,Moore,837,Germany,Male,79,6,190132.14,2,1,0,147239.86,0,0,2,DIAMOND,327
6128,10429330,Smith,313,France,Male,42,1,134488.65,1,1,0,12841.38,0,0,4,SILVER,236
6129,94722282,Hernandez,436,France,Male,98,5,159473.39,3,1,0,36119.68,1,1,5,GOLD,770
6130,78058781,Brown,580,Spain,Male,50,5,135441.49,1,0,0,17875.57,0,0,1,DIAMOND,183
6131,53696666,Gonzalez,649,France,Male,91,2,88324.85,4,0,1,48938.77,1,1,2,GOLD,33
6132,65666858,Thomas,690,Spain,Male,38,5,200753.65,3,0,1,89564.3,1,0,5,PLATINUM,512
6133,41626856,Garcia,561,France,Male,93,2,39039.9,4,1,1,63002.54,0,0,2,DIAMOND,680
6134,27822173,Williams,643,Germany,Female,19,8,73645.63,3,1,0,59865.05,1,1,2,PLATINUM,773
6135,54170532,Wilson,457,Germany,Female,35,10,14178.05,2,1,1,15113.5,1,0,4,DIAMOND,707
6136,79688309,Rodriguez,611,Spain,Male,69,10,141499.22,2,1,1,20501.95,0,0,2,PLATINUM,797
6137,70638761,Jones,616,France,Male,72,10,130019.93,2,1,0,155378.87,0,0,4,SILVER,290
6138,96629647,Thomas,412,France,Female,91,5,109019.33,3,1,1,25871.75,0,1,3,SILVER,428
6139,70593635,Garcia,362,France,Female,21,4,77006.91,2,0,1,155881.02,0,0,1,SILVER,587
6140,96734739,Jones,539,Germany,Female,31,3,235334.75,3,0,0,66675.67,0,0,4,SILVER,109
6141,61614488,Jackson,781,Spain,Male,48,6,33415.35,3,1,0,9314.09,1,0,3,GOLD,764
6142,12653347,Rodriguez,336,Germany,Female,43,7,218581.15,4,1,1,102035.02,0,0,5,SILVER,745
6143,97263383,Wilson,644,Germany,Female,96,9,21105.12,4,1,1,38982.86,0,0,3,PLATINUM,766
6144,85944089,Wilson,630,Germany,Male,42,4,7848.08,3,0,0,73320.49,0,0,5,DIAMOND,875
6145,62084913,Rodriguez,748,France,Male,92,9,65879.38,1,1,0,99222.19,0,0,1,DIAMOND,965
6146,32790534,Taylor,473,France,Female,31,6,238995.44,2,1,1,175123.48,1,0,1,GOLD,994
6147,60143794,Moore,735,Spain,Male,75,8,111305.04,3,0,0,69064.79,0,0,4,DIAMOND,946
6148,43230687,Martinez,515,Spain,Male,62,9,141387.19,1,0,0,135158.46,0,1,1,SILVER,605
6149,97574536,Jackson,694,Spain,Female,78,8,229200.49,1,1,1,105546.69,0,0,3,PLATINUM,226
6150,84406980,Miller,709,France,Female,86,10,63853.55,4,0,1,1354.52,0,1,2,PLATINUM,860
6151,42252591,Moore,520,Germany,Male,56,7,89863.42,1,1,1,23903.06,1,0,4,GOLD,970
6152,56786250,Wilson,824,Germany,Male,50,8,191435.67,1,0,1,183038.13,0,0,2,SILVER,791
6153,54366041,Jones,621,France,Female,95,1,231230.79,3,0,0,59779.45,0,1,4,GOLD,645
6154,52073052,Hernandez,771,Spain,Male,58,5,55143.21,4,0,1,123632.9,0,0,3,PLATINUM,707
6155,38358442,Gonzalez,531,France,Male,30,3,154808.08,2,1,1,161979.98,1,0,1,SILVER,248
6156,44618947,Rodriguez,363,Germany,Male,75,10,106545.65,1,0,0,181715.27,1,1,2,PLATINUM,391
6157,36915513,Wilson,754,France,Female,41,7,4368.01,2,1,0,22522.66,0,0,3,GOLD,376
6158,71195511,Williams,750,Germany,Female,51,1,110892.61,1,0,0,186191.91,1,0,4,GOLD,936
6159,27083605,Garcia,349,Spain,Male,84,1,121692.54,4,1,0,72255.51,1,1,5,PLATINUM,947
6160,71341969,Miller,625,Spain,Male,58,4,110636.97,1,1,1,45559.98,1,1,5,DIAMOND,310
6161,73734381,Jones,356,Germany,Male,41,8,65428.64,1,1,0,46341.25,1,1,2,GOLD,892
6162,32537418,Gonzalez,491,France,Male,78,6,46903.84,3,1,1,150773.6,1,0,5,DIAMOND,704
6163,67008570,Martin,351,Germany,Female,54,10,150570.29,3,1,0,186181.95,0,0,1,DIAMOND,451
6164,39408256,Martin,471,Spain,Male,70,8,208779.36,1,1,1,178818.26,0,1,4,DIAMOND,280
6165,42852804,Martin,802,France,Male,96,4,147474.63,1,0,1,136303.65,1,1,5,PLATINUM,105
6166,95787274,Gonzalez,308,Germany,Male,48,6,152876.09,4,0,1,125312.93,0,0,3,DIAMOND,279
6167,17989281,Garcia,643,Germany,Male,80,2,149007.87,4,0,0,71462.75,0,0,3,DIAMOND,999
6168,96243153,Moore,389,Germany,Female,54,8,60194.97,3,1,0,160523.74,0,0,2,GOLD,849
6169,40062408,Miller,361,France,Male,71,5,188127.17,1,0,0,99311.67,0,1,5,GOLD,187
6170,52519376,Martinez,465,France,Male,75,1,213210.68,1,0,0,131796.96,1,0,2,GOLD,669
6171,75416299,Taylor,652,France,Male,99,1,45768.51,1,0,0,44717.34,0,0,1,PLATINUM,73
6172,54968188,Smith,467,Germany,Female,73,3,26278.21,3,0,0,176653.71,0,1,4,SILVER,992
6173,72473326,Jackson,465,Spain,Male,52,8,74509.75,2,0,0,46378.73,1,1,2,DIAMOND,949
6174,10927326,Davis,688,France,Female,37,2,44003.24,1,1,0,194649.59,1,0,4,GOLD,402
6175,79415867,Rodriguez,442,Spain,Male,64,10,108515.74,1,1,1,172697.41,0,1,5,SILVER,455
6176,54999696,Miller,807,France,Male,69,5,105308.04,2,0,0,122519.62,0,0,4,PLATINUM,914
6177,52887173,Taylor,461,Spain,Female,86,7,131000.43,4,0,0,26576.35,0,0,3,DIAMOND,566
6178,33422058,Jackson,845,Spain,Male,65,0,178550.15,1,0,0,45232.87,1,1,3,GOLD,112
6179,94748409,Hernandez,440,Germany,Female,23,0,92714.55,3,1,0,68098.6,1,0,5,SILVER,689
6180,87451343,Jackson,700,Germany,Female,90,2,206442.31,3,1,1,93745.2,0,1,4,DIAMOND,501
6181,45134880,Miller,695,Spain,Male,90,9,134918.88,2,0,0,29029.31,1,1,5,SILVER,297
6182,61119468,Anderson,555,Spain,Female,53,10,205579.69,1,1,0,173336.79,0,1,4,GOLD,365
6183,71558475,Hernandez,472,France,Male,66,3,15537.76,3,1,1,187036.75,1,1,4,PLATINUM,844
6184,93068268,Jackson,456,Spain,Male,19,6,153969.19,4,1,1,102967.43,1,0,5,GOLD,588
6185,45082795,Jones,322,Spain,Male,52,6,120709.34,2,1,1,49199.67,1,1,4,SILVER,198
6186,82000709,Anderson,515,France,Female,25,8,89872.54,1,0,0,21779.62,1,0,4,SILVER,361
6187,75393409,Jones,596,Germany,Female,51,0,37721.22,3,0,0,164906.18,0,1,1,SILVER,81
6188,98016942,Davis,807,Spain,Female,91,6,153965.13,1,1,1,101489.23,0,1,2,PLATINUM,798
6189,74014412,Garcia,497,Germany,Female,45,9,108208.8,3,1,0,118504.85,1,0,3,GOLD,370
6190,54074932,Martin,737,Spain,Male,74,2,60396.87,2,0,1,56962.03,0,0,4,GOLD,955
6191,15411497,Smith,635,Spain,Female,23,8,126867.73,3,0,1,86945.73,0,1,2,PLATINUM,318
6192,28853589,Jackson,791,Germany,Female,37,8,208121.76,1,0,1,101075.7,1,0,3,SILVER,495
6193,84504085,Miller,628,Spain,Male,63,6,112800.48,4,1,1,138530.99,1,1,3,SILVER,938
6194,63011305,Wilson,366,Spain,Female,73,0,66237.12,4,1,0,126011.01,0,1,5,SILVER,735
6195,45164525,Thomas,318,Germany,Male,22,0,28884.75,2,0,0,63479.02,1,1,1,DIAMOND,943
6196,10490941,Martin,699,Germany,Female,29,6,190993.17,3,1,1,572.7,1,1,1,DIAMOND,847
6197,18764680,Taylor,755,Germany,Male,32,2,243600.97,2,1,0,53483.22,1,1,3,SILVER,806
6198,91268325,Smith,713,Germany,Male,70,4,209688.61,2,1,0,56976.92,0,0,5,PLATINUM,678
6199,57998368,Williams,656,Germany,Male,43,1,161898.02,3,0,1,60753.87,1,1,3,SILVER,654
6200,61045627,Taylor,359,Germany,Male,85,8,244803.06,3,0,1,199377.24,0,1,3,PLATINUM,273
6201,36981403,Wilson,311,Spain,Male,32,10,101111.94,1,1,0,176096.45,0,1,4,DIAMOND,456
6202,54933129,Garcia,795,France,Female,35,5,41198.92,3,1,0,128876.26,0,0,1,GOLD,143
6203,74925786,Taylor,418,Spain,Female,99,8,242765.75,2,0,0,42413.64,0,1,4,PLATINUM,456
6204,44087281,Jones,820,Germany,Female,19,5,50475.97,2,1,1,118432.2,0,0,5,GOLD,355
6205,62324559,Thomas,350,Germany,Male,73,3,236663.54,3,1,1,69587.23,0,1,1,DIAMOND,982
6206,89101746,Garcia,382,France,Female,26,10,228370.71,1,0,0,184366.42,1,1,3,GOLD,26
6207,21807878,Smith,485,France,Male,65,5,127320.94,4,1,0,115588.0,1,1,2,DIAMOND,806
6208,19426185,Hernandez,628,Germany,Male,92,9,118384.48,4,1,1,151320.61,1,1,3,DIAMOND,442
6209,95147967,Lopez,620,Germany,Male,92,5,230459.92,4,1,1,55961.12,0,0,1,PLATINUM,563
6210,93730569,Thomas,700,Spain,Male,93,0,61986.23,3,0,0,148026.9,1,1,5,GOLD,628
6211,46121593,Davis,519,France,Female,66,2,65001.66,1,1,1,138109.94,0,1,4,SILVER,841
6212,30677932,Smith,494,Spain,Female,97,1,221227.59,1,1,0,178341.13,1,0,1,SILVER,432
6213,49266235,Anderson,438,Germany,Female,50,9,28904.64,3,0,1,75049.4,1,0,5,SILVER,86
6214,52028992,Brown,335,France,Female,60,3,198699.33,1,1,0,195439.73,1,1,4,SILVER,431
6215,61798769,Smith,560,France,Male,31,1,160243.47,3,0,1,67708.88,0,0,5,PLATINUM,801
6216,81357342,Anderson,609,Germany,Female,33,7,41227.35,1,1,0,175198.85,0,1,5,SILVER,338
6217,16194602,Hernandez,757,France,Female,52,3,163886.08,2,1,1,60367.58,1,1,4,PLATINUM,597
6218,92200405,Garcia,730,Spain,Male,94,4,60090.83,3,1,0,74112.88,0,1,2,PLATINUM,584
6219,91170418,Thomas,527,Spain,Male,20,6,95919.35,2,0,1,26529.36,1,0,1,PLATINUM,67
6220,93736427,Davis,430,France,Female,70,3,100561.15,1,0,1,135234.9,1,0,3,DIAMOND,324
6221,69916825,Taylor,389,France,Male,74,4,29400.51,4,1,0,33180.2,0,0,1,PLATINUM,674
6222,12917665,Hernandez,349,Germany,Male,58,8,78670.36,2,1,0,193463.88,0,1,5,DIAMOND,845
6223,72283688,Garcia,676,France,Female,63,8,88705.28,3,1,1,196161.33,0,1,4,PLATINUM,365
6224,54968104,Hernandez,752,Spain,Female,41,4,29212.05,3,1,1,185512.5,1,0,5,GOLD,876
6225,23127138,Gonzalez,473,Germany,Male,95,0,116550.39,3,1,0,11501.84,1,0,2,PLATINUM,729
6226,57239775,Smith,565,Germany,Male,93,2,187481.28,2,1,0,33811.42,1,0,2,PLATINUM,897
6227,95102028,Gonzalez,519,France,Female,52,7,237692.64,2,1,1,180014.7,0,1,2,DIAMOND,151
6228,20572387,Miller,725,Germany,Female,55,7,58969.65,4,1,1,109242.71,1,0,3,GOLD,930
6229,14188857,Williams,431,Germany,Male,41,6,208692.96,3,0,1,98866.23,0,0,2,GOLD,806
6230,58015010,Martinez,398,France,Male,70,7,137153.48,2,0,0,177840.19,0,0,1,PLATINUM,646
6231,15894644,Brown,715,France,Female,72,2,113015.32,4,1,0,2725.4,1,1,3,DIAMOND,819
6232,53232792,Jackson,340,France,Female,79,7,173946.67,3,0,0,197120.95,1,0,5,SILVER,793
6233,19616202,Smith,451,Spain,Female,77,2,184366.88,1,1,1,28458.3,0,0,5,PLATINUM,494
6234,54361113,Martin,646,Germany,Male,67,3,34516.89,4,1,0,106927.39,0,0,4,DIAMOND,803
6235,23729705,Garcia,457,France,Female,45,2,184238.76,4,1,1,192017.98,1,0,4,SILVER,205
6236,42276788,Williams,446,Germany,Female,78,4,158929.57,4,1,1,34487.16,1,0,1,GOLD,529
6237,21108848,Miller,590,France,Male,66,2,245555.59,2,1,0,76701.77,1,1,1,DIAMOND,812
6238,88122536,Moore,819,Germany,Male,65,5,103545.65,4,0,1,27188.97,1,1,5,SILVER,529
6239,41033744,Thomas,463,Germany,Female,100,6,95996.15,4,0,1,90694.98,0,1,2,GOLD,185
6240,37921156,Miller,339,France,Female,62,2,55946.72,2,0,0,151472.9,1,1,1,SILVER,94
6241,70180050,Garcia,636,Spain,Female,94,5,135339.5,1,1,0,130948.7,1,0,2,DIAMOND,186
6242,12242776,Miller,480,Germany,Female,69,10,47990.24,2,1,0,121205.55,0,1,4,DIAMOND,391
6243,21432121,Rodriguez,305,Spain,Male,65,8,87797.76,2,0,1,28933.14,0,1,1,PLATINUM,794
6244,87888481,Jones,748,France,Female,91,1,93036.36,4,0,1,3600.21,0,0,3,DIAMOND,950
6245,45548952,Thomas,807,Germany,Female,65,10,43898.1,2,1,0,117550.43,0,0,5,DIAMOND,401
6246,15717129,Thomas,370,France,Male,48,0,244334.62,2,1,1,32561.8,0,0,3,GOLD,767
6247,22803545,Williams,648,Germany,Male,70,9,191448.12,3,1,1,166932.77,1,1,5,SILVER,344
6248,90061684,Johnson,715,France,Male,47,0,181852.46,4,0,0,16453.04,0,1,5,GOLD,509
6249,51659859,Garcia,845,France,Male,78,5,164685.27,3,0,1,177987.77,1,0,5,PLATINUM,110
6250,37272093,Moore,687,Germany,Male,40,4,185986.38,1,0,0,186663.05,1,1,4,SILVER,742
6251,52176504,Martinez,757,France,Male,51,0,152256.56,2,1,1,162307.08,0,1,4,GOLD,142
6252,17166189,Wilson,815,Spain,Female,62,5,179.79,2,0,0,174364.67,1,0,1,DIAMOND,736
6253,64476518,Brown,794,Germany,Female,92,2,62538.53,3,0,0,114475.67,1,1,5,GOLD,548
6254,75711035,Martin,442,Germany,Female,53,3,232554.79,2,1,0,153777.1,0,1,5,GOLD,129
6255,31491117,Lopez,844,France,Female,24,0,190519.35,3,0,0,128933.74,0,1,1,GOLD,655
6256,79301344,Davis,367,Spain,Female,76,9,76358.39,2,0,1,191619.79,1,0,3,DIAMOND,930
6257,36655866,Garcia,324,Spain,Male,45,0,206930.66,2,1,0,138261.84,0,0,4,SILVER,577
6258,38457639,Anderson,555,Germany,Male,46,9,130348.17,1,0,1,98382.03,0,1,1,PLATINUM,399
